"","Year","Quarter","IntercatchMetierTag","VesselLenthCategory","Area","KWdays","DaysatSea","NoVessels","FDFVessel","Country","ID"
"167",2015,1,"OTM_DEF_16-31_0_0",NA,"27.6.b.1",1961.9435825,0.522222222222222,2,NA,"Norway",167
"168",2015,1,"OTM_DEF_16-31_0_0",NA,"27.7.c.2",10279.2344251771,2.91111111111111,4,NA,"Norway",168
"169",2015,1,"OTM_DEF_16-31_0_0",NA,"27.7.k.1",9755.84261075,2.16736111111111,1,NA,"Norway",169
"170",2015,1,"OTM_DEF_32-39_0_0",NA,"27.6.b.1",1438.20700291667,0.501388888888889,1,NA,"Norway",170
"171",2015,1,"OTM_DEF_32-39_0_0",NA,"27.7.c.1",1117.498793125,0.389583333333333,1,NA,"Norway",171
"172",2015,1,"OTM_DEF_32-39_0_0",NA,"27.7.k.1",10174.9391346875,3.63333333333333,2,NA,"Norway",172
"173",2015,1,"OTM_DEF_32-69_0_0","(24,40]","27.2.a.2",525.144753710417,0.446527777777778,1,NA,"Norway",173
"174",2015,1,"OTM_DEF_32-69_0_0","(24,40]","27.4.a",107564.200472187,153.94375,1,NA,"Norway",174
"175",2015,1,"OTM_DEF_32-69_0_0",NA,"27.12.a.1",1103.2485,0.25,1,NA,"Norway",175
"176",2015,1,"OTM_DEF_32-69_0_0",NA,"27.2.a.2",49871.1614288361,12.3715277777778,7,NA,"Norway",176
"177",2015,1,"OTM_DEF_32-69_0_0",NA,"27.4.a",1483.8692325,0.373611111111111,1,NA,"Norway",177
"178",2015,1,"OTM_DEF_32-69_0_0",NA,"27.4.b",2941.996,0.666666666666667,1,NA,"Norway",178
"179",2015,1,"OTM_DEF_40-54_0_0",NA,"27.6.b.1",17294.4259302299,4.89097222222222,8,NA,"Norway",179
"180",2015,1,"OTM_DEF_40-54_0_0",NA,"27.7.c.1",1966.99554125625,0.35625,1,NA,"Norway",180
"181",2015,1,"OTM_DEF_40-54_0_0",NA,"27.7.c.2",33628.1905676368,9.42152777777778,8,NA,"Norway",181
"182",2015,1,"OTM_DEF_40-54_0_0",NA,"27.7.k.1",117880.419260274,30.5958333333333,15,NA,"Norway",182
"183",2015,1,"OTM_DEF_55-64_0_0",NA,"27.6.b.1",2823.00860622222,0.705555555555555,1,NA,"Norway",183
"184",2015,1,"OTM_DEF_55-64_0_0",NA,"27.7.c.1",770.843813055556,0.213888888888889,1,NA,"Norway",184
